regulon,hallmark,linScore,wangScore,jiangScore
2855,Insensitivity_To_Antigrowth_Signals,0.685,0.915,0.704
2855,Evading_Apoptosis,0.826,0.751,0.841
2855,Limitless_Replicative_Potential,0.716,0.554,0.712
2855,Sustained_Angiogenesis,1,1,1
2855,Tissue_Invasion_And_Metastasis,1,1,1
2855,Genome_Instability_And_Mutation,0.627,0.585,0.653
2855,Tumor_Promoting_Inflammation,0.826,0.84,0.854
2855,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
2855,Evading_ImmuneDetection,0.888,0.84,0.895
2856,Self_Sufficiency_In_Growth_Signals,0.789,0.915,0.834
2856,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
2856,Evading_Apoptosis,0.718,0.701,0.731
2856,Limitless_Replicative_Potential,0.711,0.55,0.705
2856,Sustained_Angiogenesis,1,1,1
2856,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
2856,Genome_Instability_And_Mutation,0.698,0.66,0.705
2856,Tumor_Promoting_Inflammation,1,1,1
2856,Reprogramming_Energy_Metabolism,1,1,1
2856,Evading_ImmuneDetection,0.847,0.768,0.875
2857,Self_Sufficiency_In_Growth_Signals,0.979,0.847,0.981
2857,Insensitivity_To_Antigrowth_Signals,1,1,1
2857,Evading_Apoptosis,0.628,0.701,0.595
2857,Limitless_Replicative_Potential,0.583,0.38,0.573
2857,Sustained_Angiogenesis,1,1,1
2857,Tissue_Invasion_And_Metastasis,0.947,0.82,0.955
2857,Genome_Instability_And_Mutation,0.91,0.835,0.909
2857,Tumor_Promoting_Inflammation,0.664,0.457,0.707
2857,Reprogramming_Energy_Metabolism,0.486,0.351,0.395
2857,Evading_ImmuneDetection,0.626,0.5,0.719
2858,Self_Sufficiency_In_Growth_Signals,0.552,0.847,0.7
2858,Insensitivity_To_Antigrowth_Signals,0.552,0.847,0.7
2858,Evading_Apoptosis,0.447,0.32,0.483
2858,Limitless_Replicative_Potential,0.488,0.493,0.484
2858,Sustained_Angiogenesis,0.712,0.491,0.742
2858,Tissue_Invasion_And_Metastasis,0.957,0.88,0.964
2858,Genome_Instability_And_Mutation,0.537,0.59,0.565
2858,Tumor_Promoting_Inflammation,0.547,0.401,0.574
2858,Reprogramming_Energy_Metabolism,0.774,0.348,0.767
2858,Evading_ImmuneDetection,0.524,0.469,0.563
2859,Self_Sufficiency_In_Growth_Signals,0.577,0.516,0.563
2859,Insensitivity_To_Antigrowth_Signals,0.583,0.516,0.587
2859,Evading_Apoptosis,0.48,0.467,0.547
2859,Limitless_Replicative_Potential,1,1,1
2859,Sustained_Angiogenesis,0.791,0.488,0.792
2859,Tissue_Invasion_And_Metastasis,0.947,0.831,0.955
2859,Genome_Instability_And_Mutation,0.908,0.833,0.919
2859,Tumor_Promoting_Inflammation,0.616,0.457,0.651
2859,Reprogramming_Energy_Metabolism,1,1,1
2859,Evading_ImmuneDetection,0.666,0.441,0.723
2860,Self_Sufficiency_In_Growth_Signals,0.697,0.798,0.711
2860,Insensitivity_To_Antigrowth_Signals,0.622,0.795,0.704
2860,Evading_Apoptosis,0.75,0.828,0.74
2860,Limitless_Replicative_Potential,0.458,0.554,0.452
2860,Sustained_Angiogenesis,0.738,0.58,0.753
2860,Tissue_Invasion_And_Metastasis,0.924,0.647,0.937
2860,Genome_Instability_And_Mutation,0.539,0.585,0.524
2860,Tumor_Promoting_Inflammation,0.734,0.488,0.787
2860,Reprogramming_Energy_Metabolism,0.75,0.403,0.717
2860,Evading_ImmuneDetection,0.734,0.86,0.787
2861,Self_Sufficiency_In_Growth_Signals,1,1,1
2861,Insensitivity_To_Antigrowth_Signals,0.932,0.885,0.93
2861,Evading_Apoptosis,0.75,0.828,0.74
2861,Limitless_Replicative_Potential,0.701,0.605,0.677
2861,Sustained_Angiogenesis,1,1,1
2861,Tissue_Invasion_And_Metastasis,1,1,1
2861,Genome_Instability_And_Mutation,0.963,0.747,0.963
2861,Tumor_Promoting_Inflammation,1,1,1
2861,Reprogramming_Energy_Metabolism,1,1,1
2861,Evading_ImmuneDetection,0.914,0.86,0.922
2862,Self_Sufficiency_In_Growth_Signals,1,1,1
2862,Insensitivity_To_Antigrowth_Signals,1,1,1
2862,Evading_Apoptosis,0.869,0.828,0.882
2862,Limitless_Replicative_Potential,0.978,0.756,0.974
2862,Sustained_Angiogenesis,1,1,1
2862,Tissue_Invasion_And_Metastasis,0.706,0.571,0.726
2862,Genome_Instability_And_Mutation,1,1,1
2862,Tumor_Promoting_Inflammation,0.734,0.582,0.787
2862,Reprogramming_Energy_Metabolism,1,1,1
2862,Evading_ImmuneDetection,0.734,0.559,0.787
2863,Self_Sufficiency_In_Growth_Signals,0.941,0.864,0.942
2863,Insensitivity_To_Antigrowth_Signals,0.862,0.847,0.852
2863,Evading_Apoptosis,0.759,0.828,0.814
2863,Limitless_Replicative_Potential,0.716,0.55,0.712
2863,Sustained_Angiogenesis,1,1,1
2863,Tissue_Invasion_And_Metastasis,1,1,1
2863,Genome_Instability_And_Mutation,0.866,0.665,0.852
2863,Tumor_Promoting_Inflammation,1,1,1
2863,Reprogramming_Energy_Metabolism,0.809,0.643,0.799
2863,Evading_ImmuneDetection,0.914,0.86,0.922
2864,Self_Sufficiency_In_Growth_Signals,1,1,1
2864,Insensitivity_To_Antigrowth_Signals,1,1,1
2864,Evading_Apoptosis,0.826,0.751,0.841
2864,Limitless_Replicative_Potential,0.896,0.756,0.889
2864,Sustained_Angiogenesis,0.877,0.732,0.887
2864,Tissue_Invasion_And_Metastasis,1,1,1
2864,Genome_Instability_And_Mutation,0.946,0.835,0.943
2864,Tumor_Promoting_Inflammation,1,1,1
2864,Reprogramming_Energy_Metabolism,1,1,1
2864,Evading_ImmuneDetection,0.926,0.86,0.925
2865,Self_Sufficiency_In_Growth_Signals,1,1,1
2865,Insensitivity_To_Antigrowth_Signals,1,1,1
2865,Evading_Apoptosis,0.869,0.631,0.882
2865,Limitless_Replicative_Potential,1,1,1
2865,Sustained_Angiogenesis,1,1,1
2865,Tissue_Invasion_And_Metastasis,1,1,1
2865,Genome_Instability_And_Mutation,1,1,1
2865,Tumor_Promoting_Inflammation,0.821,0.582,0.848
2865,Reprogramming_Energy_Metabolism,0.853,0.643,0.847
2865,Evading_ImmuneDetection,0.821,0.723,0.848
2866,Self_Sufficiency_In_Growth_Signals,0.773,0.847,0.805
2866,Insensitivity_To_Antigrowth_Signals,0.792,0.85,0.816
2866,Evading_Apoptosis,0.826,0.751,0.841
2866,Limitless_Replicative_Potential,0.747,0.55,0.697
2866,Sustained_Angiogenesis,1,1,1
2866,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
2866,Genome_Instability_And_Mutation,0.698,0.66,0.705
2866,Tumor_Promoting_Inflammation,1,1,1
2866,Reprogramming_Energy_Metabolism,0.905,0.461,0.897
2866,Evading_ImmuneDetection,0.728,0.723,0.794
2867,Self_Sufficiency_In_Growth_Signals,1,1,1
2867,Insensitivity_To_Antigrowth_Signals,0.978,0.915,0.977
2867,Evading_Apoptosis,0.759,0.605,0.814
2867,Limitless_Replicative_Potential,0.752,0.673,0.738
2867,Sustained_Angiogenesis,0.94,0.735,0.948
2867,Tissue_Invasion_And_Metastasis,1,1,1
2867,Genome_Instability_And_Mutation,0.909,0.833,0.895
2867,Tumor_Promoting_Inflammation,1,1,1
2867,Reprogramming_Energy_Metabolism,1,1,1
2867,Evading_ImmuneDetection,1,1,1
2868,Self_Sufficiency_In_Growth_Signals,0.909,0.915,0.911
2868,Insensitivity_To_Antigrowth_Signals,1,1,1
2868,Evading_Apoptosis,0.492,0.467,0.569
2868,Limitless_Replicative_Potential,1,1,1
2868,Sustained_Angiogenesis,0.791,0.58,0.792
2868,Tissue_Invasion_And_Metastasis,1,1,1
2868,Genome_Instability_And_Mutation,0.932,0.835,0.93
2868,Tumor_Promoting_Inflammation,0.857,0.768,0.875
2868,Reprogramming_Energy_Metabolism,0.678,0.643,0.663
2868,Evading_ImmuneDetection,0.914,0.86,0.922
2869,Self_Sufficiency_In_Growth_Signals,1,1,1
2869,Insensitivity_To_Antigrowth_Signals,1,1,1
2869,Evading_Apoptosis,0.841,0.519,0.871
2869,Limitless_Replicative_Potential,1,1,1
2869,Sustained_Angiogenesis,0.877,0.639,0.887
2869,Tissue_Invasion_And_Metastasis,1,1,1
2869,Genome_Instability_And_Mutation,0.914,0.932,0.925
2869,Tumor_Promoting_Inflammation,0.548,0.296,0.63
2869,Reprogramming_Energy_Metabolism,0.802,0.468,0.784
2869,Evading_ImmuneDetection,0.548,0.529,0.63
2870,Self_Sufficiency_In_Growth_Signals,0.979,0.85,0.981
2870,Insensitivity_To_Antigrowth_Signals,1,1,1
2870,Evading_Apoptosis,0.718,0.701,0.731
2870,Limitless_Replicative_Potential,0.716,0.543,0.712
2870,Sustained_Angiogenesis,0.834,0.701,0.851
2870,Tissue_Invasion_And_Metastasis,1,1,1
2870,Genome_Instability_And_Mutation,0.739,0.579,0.71
2870,Tumor_Promoting_Inflammation,0.812,0.639,0.799
2870,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
2870,Evading_ImmuneDetection,0.629,0.559,0.738
2871,Self_Sufficiency_In_Growth_Signals,0.802,0.847,0.848
2871,Insensitivity_To_Antigrowth_Signals,0.671,0.847,0.697
2871,Evading_Apoptosis,0.481,0.467,0.55
2871,Limitless_Replicative_Potential,0.817,0.55,0.821
2871,Sustained_Angiogenesis,0.791,0.585,0.792
2871,Tissue_Invasion_And_Metastasis,1,1,1
2871,Genome_Instability_And_Mutation,0.891,0.66,0.902
2871,Tumor_Promoting_Inflammation,0.538,0.381,0.559
2871,Reprogramming_Energy_Metabolism,1,1,1
2871,Evading_ImmuneDetection,0.691,0.723,0.719
2872,Self_Sufficiency_In_Growth_Signals,1,1,1
2872,Insensitivity_To_Antigrowth_Signals,1,1,1
2872,Evading_Apoptosis,0.671,0.828,0.616
2872,Limitless_Replicative_Potential,0.791,0.635,0.779
2872,Sustained_Angiogenesis,1,1,1
2872,Tissue_Invasion_And_Metastasis,1,1,1
2872,Genome_Instability_And_Mutation,1,1,1
2872,Tumor_Promoting_Inflammation,0.726,0.584,0.742
2872,Reprogramming_Energy_Metabolism,0.804,0.425,0.795
2872,Evading_ImmuneDetection,0.547,0.456,0.628
2873,Self_Sufficiency_In_Growth_Signals,0.743,0.693,0.801
2873,Insensitivity_To_Antigrowth_Signals,0.768,0.693,0.806
2873,Evading_Apoptosis,0.417,0.428,0.489
2873,Limitless_Replicative_Potential,0.431,0.605,0.435
2873,Sustained_Angiogenesis,0.561,0.416,0.594
2873,Tissue_Invasion_And_Metastasis,0.605,0.543,0.664
2873,Genome_Instability_And_Mutation,0.68,0.747,0.679
2873,Tumor_Promoting_Inflammation,0.882,0.746,0.907
2873,Reprogramming_Energy_Metabolism,0.68,0.402,0.648
2873,Evading_ImmuneDetection,0.882,0.831,0.907
2874,Self_Sufficiency_In_Growth_Signals,0.804,0.915,0.849
2874,Insensitivity_To_Antigrowth_Signals,1,1,1
2874,Evading_Apoptosis,0.869,0.611,0.882
2874,Limitless_Replicative_Potential,0.797,0.55,0.772
2874,Sustained_Angiogenesis,1,1,1
2874,Tissue_Invasion_And_Metastasis,0.957,0.877,0.964
2874,Genome_Instability_And_Mutation,1,1,1
2874,Tumor_Promoting_Inflammation,1,1,1
2874,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
2874,Evading_ImmuneDetection,1,1,1
2875,Self_Sufficiency_In_Growth_Signals,1,1,1
2875,Insensitivity_To_Antigrowth_Signals,0.779,0.847,0.792
2875,Evading_Apoptosis,0.382,0.467,0.424
2875,Limitless_Replicative_Potential,1,1,1
2875,Sustained_Angiogenesis,0.749,0.497,0.736
2875,Tissue_Invasion_And_Metastasis,0.569,0.549,0.627
2875,Genome_Instability_And_Mutation,1,1,1
2875,Tumor_Promoting_Inflammation,0.515,0.328,0.583
2875,Reprogramming_Energy_Metabolism,0.567,0.408,0.551
2875,Evading_ImmuneDetection,0.446,0.5,0.535
2876,Self_Sufficiency_In_Growth_Signals,0.806,0.915,0.851
2876,Insensitivity_To_Antigrowth_Signals,0.812,0.915,0.839
2876,Evading_Apoptosis,0.869,0.751,0.882
2876,Limitless_Replicative_Potential,1,1,1
2876,Sustained_Angiogenesis,0.738,0.666,0.753
2876,Tissue_Invasion_And_Metastasis,0.812,0.642,0.799
2876,Genome_Instability_And_Mutation,0.963,0.932,0.963
2876,Tumor_Promoting_Inflammation,0.926,0.746,0.925
2876,Reprogramming_Energy_Metabolism,0.853,0.604,0.847
2876,Evading_ImmuneDetection,0.926,0.746,0.925
2877,Self_Sufficiency_In_Growth_Signals,1,1,1
2877,Insensitivity_To_Antigrowth_Signals,1,1,1
2877,Evading_Apoptosis,0.869,0.611,0.882
2877,Limitless_Replicative_Potential,0.743,0.601,0.69
2877,Sustained_Angiogenesis,0.877,0.643,0.887
2877,Tissue_Invasion_And_Metastasis,0.938,0.831,0.947
2877,Genome_Instability_And_Mutation,0.963,0.932,0.963
2877,Tumor_Promoting_Inflammation,1,1,1
2877,Reprogramming_Energy_Metabolism,0.732,0.417,0.726
2877,Evading_ImmuneDetection,0.82,0.768,0.848
2878,Self_Sufficiency_In_Growth_Signals,0.664,0.864,0.668
2878,Insensitivity_To_Antigrowth_Signals,0.659,0.847,0.668
2878,Evading_Apoptosis,0.481,0.467,0.55
2878,Limitless_Replicative_Potential,0.716,0.459,0.712
2878,Sustained_Angiogenesis,0.791,0.682,0.792
2878,Tissue_Invasion_And_Metastasis,0.947,0.877,0.955
2878,Genome_Instability_And_Mutation,0.586,0.549,0.653
2878,Tumor_Promoting_Inflammation,0.757,0.443,0.765
2878,Reprogramming_Energy_Metabolism,0.687,0.363,0.68
2878,Evading_ImmuneDetection,0.526,0.5,0.595
2879,Self_Sufficiency_In_Growth_Signals,1,1,1
2879,Insensitivity_To_Antigrowth_Signals,0.837,0.915,0.839
2879,Evading_Apoptosis,0.869,0.611,0.882
2879,Limitless_Replicative_Potential,0.723,0.554,0.712
2879,Sustained_Angiogenesis,1,1,1
2879,Tissue_Invasion_And_Metastasis,1,1,1
2879,Genome_Instability_And_Mutation,0.79,0.618,0.781
2879,Tumor_Promoting_Inflammation,0.86,0.825,0.875
2879,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
2879,Evading_ImmuneDetection,0.847,0.831,0.875
2880,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
2880,Insensitivity_To_Antigrowth_Signals,1,1,1
2880,Evading_Apoptosis,0.75,0.828,0.74
2880,Limitless_Replicative_Potential,1,1,1
2880,Sustained_Angiogenesis,1,1,1
2880,Tissue_Invasion_And_Metastasis,1,1,1
2880,Genome_Instability_And_Mutation,0.932,0.835,0.93
2880,Tumor_Promoting_Inflammation,1,1,1
2880,Reprogramming_Energy_Metabolism,1,1,1
2880,Evading_ImmuneDetection,1,1,1
2881,Self_Sufficiency_In_Growth_Signals,0.802,0.85,0.848
2881,Insensitivity_To_Antigrowth_Signals,0.783,0.795,0.796
2881,Evading_Apoptosis,0.478,0.467,0.543
2881,Limitless_Replicative_Potential,0.978,0.756,0.974
2881,Sustained_Angiogenesis,0.777,0.701,0.753
2881,Tissue_Invasion_And_Metastasis,0.924,0.662,0.937
2881,Genome_Instability_And_Mutation,1,1,1
2881,Tumor_Promoting_Inflammation,0.734,0.43,0.787
2881,Reprogramming_Energy_Metabolism,0.589,0.403,0.592
2881,Evading_ImmuneDetection,0.734,0.374,0.787
2882,Self_Sufficiency_In_Growth_Signals,1,1,1
2882,Insensitivity_To_Antigrowth_Signals,0.932,0.915,0.93
2882,Evading_Apoptosis,0.76,0.828,0.811
2882,Limitless_Replicative_Potential,0.791,0.626,0.779
2882,Sustained_Angiogenesis,1,1,1
2882,Tissue_Invasion_And_Metastasis,1,1,1
2882,Genome_Instability_And_Mutation,1,1,1
2882,Tumor_Promoting_Inflammation,1,1,1
2882,Reprogramming_Energy_Metabolism,1,1,1
2882,Evading_ImmuneDetection,0.82,0.841,0.848
2883,Self_Sufficiency_In_Growth_Signals,1,1,1
2883,Insensitivity_To_Antigrowth_Signals,1,1,1
2883,Evading_Apoptosis,0.841,0.701,0.871
2883,Limitless_Replicative_Potential,0.896,0.756,0.889
2883,Sustained_Angiogenesis,0.94,0.735,0.948
2883,Tissue_Invasion_And_Metastasis,1,1,1
2883,Genome_Instability_And_Mutation,1,1,1
2883,Tumor_Promoting_Inflammation,0.953,0.584,0.956
2883,Reprogramming_Energy_Metabolism,0.991,0.659,0.989
2883,Evading_ImmuneDetection,0.914,0.86,0.922
2884,Self_Sufficiency_In_Growth_Signals,1,1,1
2884,Insensitivity_To_Antigrowth_Signals,1,1,1
2884,Evading_Apoptosis,0.869,0.828,0.882
2884,Limitless_Replicative_Potential,0.896,0.756,0.889
2884,Sustained_Angiogenesis,1,1,1
2884,Tissue_Invasion_And_Metastasis,1,1,1
2884,Genome_Instability_And_Mutation,0.963,0.835,0.963
2884,Tumor_Promoting_Inflammation,0.821,0.582,0.848
2884,Reprogramming_Energy_Metabolism,1,1,1
2884,Evading_ImmuneDetection,0.914,0.86,0.922
2885,Self_Sufficiency_In_Growth_Signals,1,1,1
2885,Insensitivity_To_Antigrowth_Signals,0.932,0.847,0.93
2885,Evading_Apoptosis,0.869,0.751,0.882
2885,Limitless_Replicative_Potential,0.768,0.635,0.748
2885,Sustained_Angiogenesis,1,1,1
2885,Tissue_Invasion_And_Metastasis,1,1,1
2885,Genome_Instability_And_Mutation,0.866,0.707,0.852
2885,Tumor_Promoting_Inflammation,1,1,1
2885,Reprogramming_Energy_Metabolism,0.774,0.585,0.767
2885,Evading_ImmuneDetection,1,1,1
2886,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
2886,Insensitivity_To_Antigrowth_Signals,1,1,1
2886,Evading_Apoptosis,0.826,0.828,0.841
2886,Limitless_Replicative_Potential,0.797,0.55,0.772
2886,Sustained_Angiogenesis,1,1,1
2886,Tissue_Invasion_And_Metastasis,1,1,1
2886,Genome_Instability_And_Mutation,0.932,0.835,0.93
2886,Tumor_Promoting_Inflammation,1,1,1
2886,Reprogramming_Energy_Metabolism,1,1,1
2886,Evading_ImmuneDetection,0.821,0.723,0.848
2887,Self_Sufficiency_In_Growth_Signals,0.966,0.915,0.963
2887,Insensitivity_To_Antigrowth_Signals,0.853,0.915,0.857
2887,Evading_Apoptosis,0.869,0.828,0.882
2887,Limitless_Replicative_Potential,0.896,0.756,0.889
2887,Sustained_Angiogenesis,1,1,1
2887,Tissue_Invasion_And_Metastasis,1,1,1
2887,Genome_Instability_And_Mutation,0.839,0.708,0.84
2887,Tumor_Promoting_Inflammation,1,1,1
2887,Reprogramming_Energy_Metabolism,0.991,0.659,0.989
2887,Evading_ImmuneDetection,0.914,0.86,0.922
2888,Self_Sufficiency_In_Growth_Signals,1,1,1
2888,Insensitivity_To_Antigrowth_Signals,1,1,1
2888,Evading_Apoptosis,0.869,0.828,0.882
2888,Limitless_Replicative_Potential,1,1,1
2888,Sustained_Angiogenesis,1,1,1
2888,Tissue_Invasion_And_Metastasis,1,1,1
2888,Genome_Instability_And_Mutation,1,1,1
2888,Tumor_Promoting_Inflammation,1,1,1
2888,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
2888,Evading_ImmuneDetection,0.914,0.86,0.922
2889,Self_Sufficiency_In_Growth_Signals,1,1,1
2889,Insensitivity_To_Antigrowth_Signals,1,1,1
2889,Evading_Apoptosis,0.799,0.828,0.833
2889,Limitless_Replicative_Potential,1,1,1
2889,Sustained_Angiogenesis,1,1,1
2889,Tissue_Invasion_And_Metastasis,1,1,1
2889,Genome_Instability_And_Mutation,0.963,0.932,0.963
2889,Tumor_Promoting_Inflammation,1,1,1
2889,Reprogramming_Energy_Metabolism,0.946,0.616,0.942
2889,Evading_ImmuneDetection,0.978,0.86,0.97
2890,Self_Sufficiency_In_Growth_Signals,1,1,1
2890,Insensitivity_To_Antigrowth_Signals,1,1,1
2890,Evading_Apoptosis,0.869,0.751,0.882
2890,Limitless_Replicative_Potential,0.701,0.601,0.677
2890,Sustained_Angiogenesis,0.871,0.691,0.879
2890,Tissue_Invasion_And_Metastasis,1,1,1
2890,Genome_Instability_And_Mutation,0.963,0.55,0.963
2890,Tumor_Promoting_Inflammation,1,1,1
2890,Reprogramming_Energy_Metabolism,1,1,1
2890,Evading_ImmuneDetection,0.793,0.723,0.782
2891,Self_Sufficiency_In_Growth_Signals,1,1,1
2891,Insensitivity_To_Antigrowth_Signals,0.841,0.841,0.844
2891,Evading_Apoptosis,0.869,0.611,0.882
2891,Limitless_Replicative_Potential,1,1,1
2891,Sustained_Angiogenesis,0.791,0.725,0.792
2891,Tissue_Invasion_And_Metastasis,1,1,1
2891,Genome_Instability_And_Mutation,1,1,1
2891,Tumor_Promoting_Inflammation,0.882,0.746,0.907
2891,Reprogramming_Energy_Metabolism,0.677,0.342,0.654
2891,Evading_ImmuneDetection,0.882,0.746,0.907
2892,Self_Sufficiency_In_Growth_Signals,0.842,0.847,0.847
2892,Insensitivity_To_Antigrowth_Signals,0.978,0.847,0.977
2892,Evading_Apoptosis,0.651,0.728,0.678
2892,Limitless_Replicative_Potential,1,1,1
2892,Sustained_Angiogenesis,0.834,0.659,0.851
2892,Tissue_Invasion_And_Metastasis,1,1,1
2892,Genome_Instability_And_Mutation,0.908,0.833,0.919
2892,Tumor_Promoting_Inflammation,0.734,0.582,0.787
2892,Reprogramming_Energy_Metabolism,0.678,0.396,0.663
2892,Evading_ImmuneDetection,0.734,0.559,0.787
2893,Self_Sufficiency_In_Growth_Signals,0.966,0.85,0.963
2893,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
2893,Evading_Apoptosis,0.718,0.701,0.731
2893,Limitless_Replicative_Potential,0.64,0.601,0.574
2893,Sustained_Angiogenesis,1,1,1
2893,Tissue_Invasion_And_Metastasis,0.957,0.825,0.964
2893,Genome_Instability_And_Mutation,0.74,0.573,0.738
2893,Tumor_Promoting_Inflammation,0.757,0.84,0.765
2893,Reprogramming_Energy_Metabolism,1,1,1
2893,Evading_ImmuneDetection,0.744,0.84,0.81
2894,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
2894,Insensitivity_To_Antigrowth_Signals,1,1,1
2894,Evading_Apoptosis,0.869,0.828,0.882
2894,Limitless_Replicative_Potential,0.701,0.601,0.677
2894,Sustained_Angiogenesis,1,1,1
2894,Tissue_Invasion_And_Metastasis,0.953,0.877,0.956
2894,Genome_Instability_And_Mutation,0.74,0.66,0.738
2894,Tumor_Promoting_Inflammation,1,1,1
2894,Reprogramming_Energy_Metabolism,1,1,1
2894,Evading_ImmuneDetection,0.882,0.746,0.907
2895,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
2895,Insensitivity_To_Antigrowth_Signals,1,1,1
2895,Evading_Apoptosis,0.869,0.626,0.882
2895,Limitless_Replicative_Potential,0.711,0.605,0.705
2895,Sustained_Angiogenesis,1,1,1
2895,Tissue_Invasion_And_Metastasis,0.932,0.813,0.942
2895,Genome_Instability_And_Mutation,0.963,0.835,0.963
2895,Tumor_Promoting_Inflammation,0.882,0.825,0.907
2895,Reprogramming_Energy_Metabolism,0.979,0.484,0.975
2895,Evading_ImmuneDetection,0.914,0.86,0.922
2896,Self_Sufficiency_In_Growth_Signals,0.909,0.795,0.911
2896,Insensitivity_To_Antigrowth_Signals,0.685,0.795,0.704
2896,Evading_Apoptosis,0.466,0.428,0.52
2896,Limitless_Replicative_Potential,0.817,0.706,0.821
2896,Sustained_Angiogenesis,0.543,0.408,0.563
2896,Tissue_Invasion_And_Metastasis,0.83,0.571,0.864
2896,Genome_Instability_And_Mutation,0.891,0.833,0.902
2896,Tumor_Promoting_Inflammation,0.461,0.455,0.408
2896,Reprogramming_Energy_Metabolism,0.667,0.391,0.654
2896,Evading_ImmuneDetection,0.706,0.723,0.739
2897,Self_Sufficiency_In_Growth_Signals,0.979,0.864,0.981
2897,Insensitivity_To_Antigrowth_Signals,1,1,1
2897,Evading_Apoptosis,0.826,0.828,0.841
2897,Limitless_Replicative_Potential,1,1,1
2897,Sustained_Angiogenesis,1,1,1
2897,Tissue_Invasion_And_Metastasis,1,1,1
2897,Genome_Instability_And_Mutation,1,1,1
2897,Tumor_Promoting_Inflammation,1,1,1
2897,Reprogramming_Energy_Metabolism,1,1,1
2897,Evading_ImmuneDetection,0.82,0.768,0.848
2898,Self_Sufficiency_In_Growth_Signals,0.979,0.915,0.981
2898,Insensitivity_To_Antigrowth_Signals,1,1,1
2898,Evading_Apoptosis,0.626,0.577,0.642
2898,Limitless_Replicative_Potential,0.716,0.601,0.712
2898,Sustained_Angiogenesis,0.891,0.918,0.895
2898,Tissue_Invasion_And_Metastasis,1,1,1
2898,Genome_Instability_And_Mutation,0.74,0.55,0.738
2898,Tumor_Promoting_Inflammation,0.757,0.466,0.787
2898,Reprogramming_Energy_Metabolism,0.979,0.484,0.975
2898,Evading_ImmuneDetection,0.734,0.723,0.787
2899,Self_Sufficiency_In_Growth_Signals,0.84,0.847,0.854
2899,Insensitivity_To_Antigrowth_Signals,0.812,0.847,0.839
2899,Evading_Apoptosis,0.869,0.828,0.882
2899,Limitless_Replicative_Potential,0.766,0.547,0.745
2899,Sustained_Angiogenesis,1,1,1
2899,Tissue_Invasion_And_Metastasis,0.857,0.88,0.868
2899,Genome_Instability_And_Mutation,0.811,0.708,0.8
2899,Tumor_Promoting_Inflammation,0.882,0.746,0.907
2899,Reprogramming_Energy_Metabolism,1,1,1
2899,Evading_ImmuneDetection,0.914,0.86,0.922
2900,Self_Sufficiency_In_Growth_Signals,0.966,0.847,0.963
2900,Insensitivity_To_Antigrowth_Signals,0.85,0.847,0.842
2900,Evading_Apoptosis,0.424,0.467,0.503
2900,Limitless_Replicative_Potential,0.791,0.605,0.779
2900,Sustained_Angiogenesis,0.738,0.585,0.753
2900,Tissue_Invasion_And_Metastasis,0.953,0.552,0.956
2900,Genome_Instability_And_Mutation,1,1,1
2900,Tumor_Promoting_Inflammation,0.953,0.84,0.956
2900,Reprogramming_Energy_Metabolism,0.825,0.461,0.822
2900,Evading_ImmuneDetection,0.826,0.84,0.854
2901,Self_Sufficiency_In_Growth_Signals,0.802,0.85,0.848
2901,Insensitivity_To_Antigrowth_Signals,0.783,0.795,0.796
2901,Evading_Apoptosis,0.478,0.467,0.543
2901,Limitless_Replicative_Potential,0.978,0.756,0.974
2901,Sustained_Angiogenesis,0.777,0.701,0.753
2901,Tissue_Invasion_And_Metastasis,0.924,0.662,0.937
2901,Genome_Instability_And_Mutation,1,1,1
2901,Tumor_Promoting_Inflammation,0.734,0.43,0.787
2901,Reprogramming_Energy_Metabolism,0.589,0.403,0.592
2901,Evading_ImmuneDetection,0.734,0.374,0.787
2902,Self_Sufficiency_In_Growth_Signals,1,1,1
2902,Insensitivity_To_Antigrowth_Signals,1,1,1
2902,Evading_Apoptosis,0.75,0.828,0.74
2902,Limitless_Replicative_Potential,1,1,1
2902,Sustained_Angiogenesis,1,1,1
2902,Tissue_Invasion_And_Metastasis,1,1,1
2902,Genome_Instability_And_Mutation,0.932,0.835,0.93
2902,Tumor_Promoting_Inflammation,1,1,1
2902,Reprogramming_Energy_Metabolism,1,1,1
2902,Evading_ImmuneDetection,1,1,1
2903,Self_Sufficiency_In_Growth_Signals,0.756,0.796,0.8
2903,Insensitivity_To_Antigrowth_Signals,0.677,0.73,0.696
2903,Evading_Apoptosis,0.76,0.467,0.811
2903,Limitless_Replicative_Potential,1,1,1
2903,Sustained_Angiogenesis,1,1,1
2903,Tissue_Invasion_And_Metastasis,1,1,1
2903,Genome_Instability_And_Mutation,1,1,1
2903,Tumor_Promoting_Inflammation,0.726,0.43,0.742
