CMF_ID,CMFlow,Mutation,Pathway,MutationSymbol,RegulatorSymbol,Regulon,MutationEnsembl,RegulatorEnsembl,MutationRegulatorEdge,-log10(p)_MutationRegulatorEdge,RegulatorRegulon_Spearman_R,RegulatorRegulon_Spearman_p-value,Regulon_stratification_t-statistic,-log10(p)_Regulon_stratification,Fraction_of_edges_correctly_aligned,Fraction_of_aligned_and_diff_exp_edges,number_downstream_regulons,number_differentially_expressed_regulons,CMFlowType
CMF-32125,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_CEBPA_up_2587,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,CEBPA,2587,NA,ENSG00000245848,1,1.6363930891878002,0.4081148842588694,2.0772885399472245e-23,2.2867221534605595,1.6200513049212104,1,0.3333333333333333,21,7,Mutated Pathway
CMF-32127,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_CEBPA_up_2589,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,CEBPA,2589,NA,ENSG00000245848,1,1.6363930891878002,0.3267720769905607,4.2088214454253705e-15,1.9827860060796232,1.3047697948895391,1,0.3333333333333333,21,7,Mutated Pathway
CMF-32129,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_TEF_dn_2660,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEF,2660,NA,ENSG00000167074,-1,3.2414868544677176,-0.3088105830629313,1.4243048031651916e-13,3.157642996488777,2.697691571225948,1,0.2,15,3,Mutated Pathway
CMF-32130,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_TEF_dn_2656,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEF,2656,NA,ENSG00000167074,-1,3.2414868544677176,-0.2692209335724203,1.4883099319896094e-10,2.459040376623393,1.812696204843532,1,0.2,15,3,Mutated Pathway
CMF-32131,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_TEF_dn_2659,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,TEF,2659,NA,ENSG00000167074,-1,3.2414868544677176,-0.2144542041734928,4.023134545220901e-7,2.703154433706554,2.1028201902207746,1,0.2,15,3,Mutated Pathway
CMF-32132,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_SP3_up_3423,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,SP3,3423,NA,ENSG00000172845,1,1.813726597791265,0.1683781132880608,7.465384946965379e-5,2.3526386165444264,1.692839866113426,1,0.3333333333333333,12,4,Mutated Pathway
CMF-32138,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MAX_up_3501,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MAX,3501,NA,ENSG00000125952,1,1.325355333952705,0.3639087295554118,1.3313797382120963e-18,2.579670216450239,1.95319139870587,1,0.1666666666666666,18,3,Mutated Pathway
CMF-32140,A6B1_AND_A6B4_INTEGRIN_SIGNALING_up_MZF1_up_1013,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,MZF1,1013,NA,ENSG00000099326,1,1.8842137769625225,0.2269687177994022,7.816035144319663e-8,2.502853619148278,1.860050123376999,1,0.125,16,2,Mutated Pathway
CMF-32141,A6B1_AND_A6B4_INTEGRIN_SIGNALING_dn_POU6F2_dn_2616,A6B1_AND_A6B4_INTEGRIN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,A6B1_AND_A6B4_INTEGRIN_SIGNALING,NA,POU6F2,2616,NA,ENSG00000106536,-1,1.8941005883419133,-0.2385007786487166,1.5842808667182392e-8,2.5605854085107045,1.927476123953185,1,0.1666666666666666,12,2,Mutated Pathway
CMF-32176,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM_dn_E2F1_up_530,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM_PID_NCI_NATURE_nonsilent_somatic,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM,NA,E2F1,530,NA,ENSG00000101412,-1,2.0423525645209337,0.6201656764623934,1.50771877898473e-59,-2.3243744551230625,1.6093218874363069,1,0.2777777777777778,18,5,Mutated Pathway
CMF-32178,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM_up_STAT5B_up_1544,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM_PID_NCI_NATURE_nonsilent_somatic,VEGFR3_SIGNALING_IN_LYMPHATIC_ENDOTHELIUM,NA,STAT5B,1544,NA,ENSG00000173757,1,1.8973749331740184,0.3095310289441794,1.242301488056027e-13,2.2502463139507816,1.5291556560749249,1,0.2222222222222222,9,2,Mutated Pathway
CMF-32191,TRAIL_SIGNALING_PATHWAY_dn_E2F1_up_530,TRAIL_SIGNALING_PATHWAY_PID_NCI_NATURE_nonsilent_somatic,TRAIL_SIGNALING_PATHWAY,NA,E2F1,530,NA,ENSG00000101412,-1,1.8335545031408949,0.6201656764623934,1.50771877898473e-59,-2.482762751881781,1.7685234794401028,1,0.2222222222222222,18,4,Mutated Pathway
CMF-32341,IL1_MEDIATED_SIGNALING_EVENTS_up_STAT5A_up_2940,IL1_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL1_MEDIATED_SIGNALING_EVENTS,NA,STAT5A,2940,NA,ENSG00000126561,1,1.9045548666586665,0.5569341388555225,5.7705157060300484e-46,2.07521324954673,1.3382561541469002,1,0.0952380952380952,21,2,Mutated Pathway
CMF-32350,IL1_MEDIATED_SIGNALING_EVENTS_up_KLF4_up_2120,IL1_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL1_MEDIATED_SIGNALING_EVENTS,NA,KLF4,2120,NA,ENSG00000136826,1,1.395758254264979,0.3135864164055618,5.714192364183687e-14,2.0761068747278784,1.3378807880825443,1,0.2,10,2,Mutated Pathway
CMF-32470,IL4_MEDIATED_SIGNALING_EVENTS_dn_E2F1_up_530,IL4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL4_MEDIATED_SIGNALING_EVENTS,NA,E2F1,530,ENSG00000113520,ENSG00000101412,-1,2.3359626697387488,0.6201656764623934,1.50771877898473e-59,-2.6091393196424915,1.9261408773149165,1,0.3333333333333333,18,6,Mutated Pathway
CMF-32471,IL4_MEDIATED_SIGNALING_EVENTS_up_STAT5B_up_1544,IL4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL4_MEDIATED_SIGNALING_EVENTS,NA,STAT5B,1544,ENSG00000113520,ENSG00000173757,1,1.6227379280339904,0.3095310289441794,1.242301488056027e-13,2.087570583360761,1.3735863299850288,1,0.1111111111111111,9,1,Mutated Pathway
CMF-32476,CXCR4_MEDIATED_SIGNALING_EVENTS_up_IRF2_up_413,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,IRF2,413,ENSG00000121966,ENSG00000168310,1,1.5845434067771011,0.5062217087748674,5.301978570420942e-37,2.0878287294060147,1.4131502626524182,1,0.24,25,6,Mutated Pathway
CMF-32477,CXCR4_MEDIATED_SIGNALING_EVENTS_up_IRF2_up_424,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,IRF2,424,ENSG00000121966,ENSG00000168310,1,1.5845434067771011,0.6305761837478454,4.321443278227655e-62,2.246162558605316,1.5813891480275948,1,0.24,25,6,Mutated Pathway
CMF-32482,CXCR4_MEDIATED_SIGNALING_EVENTS_up_NFKB1_up_302,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,NFKB1,302,ENSG00000121966,ENSG00000109320,1,1.3909892986690964,0.1982280378569469,2.921167359685485e-6,2.3157789139721734,1.6569649894846734,1,0.16,25,4,Mutated Pathway
CMF-32485,CXCR4_MEDIATED_SIGNALING_EVENTS_up_NFKB1_up_290,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,NFKB1,290,ENSG00000121966,ENSG00000109320,1,1.3909892986690964,0.5780566007894071,3.560151717202659e-50,2.014838242043926,1.33848131350455,1,0.16,25,4,Mutated Pathway
CMF-32487,CXCR4_MEDIATED_SIGNALING_EVENTS_up_ESRRA_up_1968,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,ESRRA,1968,ENSG00000121966,ENSG00000173153,1,2.0108895044941404,0.2560172619814571,1.193139103552427e-9,2.3018990462697304,1.643093571361224,1,0.2631578947368421,19,5,Mutated Pathway
CMF-32491,CXCR4_MEDIATED_SIGNALING_EVENTS_up_LEF1_up_1412,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,LEF1,1412,ENSG00000121966,ENSG00000138795,1,1.3788111409050217,0.4779310123053089,1.277745479584325e-32,2.683441704391911,2.090220324886225,1,0.3333333333333333,18,6,Mutated Pathway
CMF-32497,CXCR4_MEDIATED_SIGNALING_EVENTS_up_MAF_up_173,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,MAF,173,ENSG00000121966,ENSG00000178573,1,1.747268855399401,0.6170707731176914,8.239666989494836e-59,2.101504391809468,1.4273109538962108,1,0.1578947368421052,19,3,Mutated Pathway
CMF-32511,CXCR4_MEDIATED_SIGNALING_EVENTS_up_STAT5A_up_2950,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,STAT5A,2950,ENSG00000121966,ENSG00000126561,1,1.7263064574885976,0.373704675066504,1.3227228291549273e-19,2.4775852881546,1.842357764351582,1,0.1904761904761904,21,4,Mutated Pathway
CMF-32513,CXCR4_MEDIATED_SIGNALING_EVENTS_dn_EMX1_dn_3049,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,EMX1,3049,ENSG00000121966,ENSG00000135638,-1,1.6985831583149174,-0.1893966686272492,8.044211565590589e-6,1.997731709179169,1.323915692361581,1,0.2857142857142857,14,4,Mutated Pathway
CMF-32518,CXCR4_MEDIATED_SIGNALING_EVENTS_up_STAT5B_up_1544,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,STAT5B,1544,ENSG00000121966,ENSG00000173757,1,1.8729434796991813,0.3095310289441794,1.242301488056027e-13,3.0103057772953687,2.511714842393478,1,0.2222222222222222,9,2,Mutated Pathway
CMF-32519,CXCR4_MEDIATED_SIGNALING_EVENTS_up_STAT5B_up_1546,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,STAT5B,1546,ENSG00000121966,ENSG00000173757,1,1.8729434796991813,0.3334209151935545,1.0754817973793922e-15,2.772789789060491,2.2028500335447263,1,0.2222222222222222,9,2,Mutated Pathway
CMF-32531,CXCR4_MEDIATED_SIGNALING_EVENTS_up_CEBPG_up_1047,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,CEBPG,1047,ENSG00000121966,ENSG00000153879,1,1.372308804741768,0.3328704431881464,1.2056275165457837e-15,2.043474051562145,1.3678695008570654,1,0.2608695652173913,23,6,Mutated Pathway
CMF-32537,CXCR4_MEDIATED_SIGNALING_EVENTS_up_IRF8_up_403,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,IRF8,403,ENSG00000121966,ENSG00000140968,1,1.6103222061550095,0.5177106888466007,6.675741630067183e-39,2.5938432342555187,1.9845218078804807,1,0.3888888888888889,18,7,Mutated Pathway
CMF-32541,CXCR4_MEDIATED_SIGNALING_EVENTS_up_IRF8_up_395,CXCR4_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,CXCR4_MEDIATED_SIGNALING_EVENTS,NA,IRF8,395,ENSG00000121966,ENSG00000140968,1,1.6103222061550095,0.7453727209970484,3.218545139303933e-98,2.043526609567083,1.3676860787149925,1,0.3888888888888889,18,7,Mutated Pathway
CMF-32586,IL23_MEDIATED_SIGNALING_EVENTS_up_MAF_up_189,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,MAF,189,NA,ENSG00000178573,1,1.7439283662592502,0.3972264655034182,3.7145130551871923e-22,2.104784604495976,1.374234761880328,1,0.1052631578947368,19,2,Mutated Pathway
CMF-32593,IL23_MEDIATED_SIGNALING_EVENTS_up_STAT5A_up_2950,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,STAT5A,2950,NA,ENSG00000126561,1,2.1527722224455874,0.373704675066504,1.3227228291549273e-19,2.278975231180857,1.54581282278782,1,0.238095238095238,21,5,Mutated Pathway
CMF-32594,IL23_MEDIATED_SIGNALING_EVENTS_up_STAT5A_up_2940,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,STAT5A,2940,NA,ENSG00000126561,1,2.1527722224455874,0.5569341388555225,5.7705157060300484e-46,2.076523736956024,1.3467389871163495,1,0.238095238095238,21,5,Mutated Pathway
CMF-32600,IL23_MEDIATED_SIGNALING_EVENTS_up_STAT5B_up_1544,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,STAT5B,1544,NA,ENSG00000173757,1,1.930659948662887,0.3095310289441794,1.242301488056027e-13,2.0912343370187103,1.362539468474823,1,0.3333333333333333,9,3,Mutated Pathway
CMF-32601,IL23_MEDIATED_SIGNALING_EVENTS_up_STAT5B_up_1546,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,STAT5B,1546,NA,ENSG00000173757,1,1.930659948662887,0.3334209151935545,1.0754817973793922e-15,2.4072281425410047,1.675132639588608,1,0.3333333333333333,9,3,Mutated Pathway
CMF-32602,IL23_MEDIATED_SIGNALING_EVENTS_up_CEBPA_up_2596,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,CEBPA,2596,NA,ENSG00000245848,1,1.916196685501207,0.273132384466871,7.856468538618223e-11,2.0381579486445407,1.3106804829498226,1,0.0952380952380952,21,2,Mutated Pathway
CMF-32603,IL23_MEDIATED_SIGNALING_EVENTS_up_CEBPA_up_2604,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,CEBPA,2604,NA,ENSG00000245848,1,1.916196685501207,0.2991552984040863,8.585181705457244e-13,2.039686440222334,1.3101554919502594,1,0.0952380952380952,21,2,Mutated Pathway
CMF-32606,IL23_MEDIATED_SIGNALING_EVENTS_up_KLF4_up_2120,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,KLF4,2120,NA,ENSG00000136826,1,1.531805937477038,0.3135864164055618,5.714192364183687e-14,2.4704056845073503,1.7361950875029015,1,0.3,10,3,Mutated Pathway
CMF-32607,IL23_MEDIATED_SIGNALING_EVENTS_up_IRF8_up_403,IL23_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,IL23_MEDIATED_SIGNALING_EVENTS,NA,IRF8,403,NA,ENSG00000140968,1,1.647542238903126,0.5177106888466007,6.675741630067183e-39,3.0364932583796365,2.3650753650773275,1,0.0555555555555555,18,1,Mutated Pathway
CMF-32659,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_up_MAF_up_184,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS,NA,MAF,184,ENSG00000146648,ENSG00000178573,1,2.2103523599586503,0.4531010540667795,4.2591906544578275e-29,2.5111372430709125,1.8500594011011176,1,0.0526315789473684,19,1,Mutated Pathway
CMF-32673,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_dn_TEF_dn_2660,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS,NA,TEF,2660,ENSG00000146648,ENSG00000167074,-1,2.9459166101687173,-0.3088105830629313,1.4243048031651916e-13,2.2985755378355552,1.6084078138921898,1,0.2,15,3,Mutated Pathway
CMF-32675,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_dn_TEF_dn_2656,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,EGFR_DEPENDENT_ENDOTHELIN_SIGNALING_EVENTS,NA,TEF,2656,ENSG00000146648,ENSG00000167074,-1,2.9459166101687173,-0.2692209335724203,1.4883099319896094e-10,2.070141508102553,1.3740677739466267,1,0.2,15,3,Mutated Pathway
CMF-32686,NONGENOTROPIC_ANDROGEN_SIGNALING_up_IRF2_up_424,NONGENOTROPIC_ANDROGEN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,NONGENOTROPIC_ANDROGEN_SIGNALING,NA,IRF2,424,NA,ENSG00000168310,1,2.5912203782265157,0.6305761837478454,4.321443278227655e-62,2.251448529597396,1.5182674675774968,1,0.2,25,5,Mutated Pathway
CMF-32698,NONGENOTROPIC_ANDROGEN_SIGNALING_up_STAT5A_up_2940,NONGENOTROPIC_ANDROGEN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,NONGENOTROPIC_ANDROGEN_SIGNALING,NA,STAT5A,2940,NA,ENSG00000126561,1,2.074138143961943,0.5569341388555225,5.7705157060300484e-46,2.039839595512369,1.311035298417692,1,0.0952380952380952,21,2,Mutated Pathway
CMF-32702,NONGENOTROPIC_ANDROGEN_SIGNALING_dn_E2F1_up_530,NONGENOTROPIC_ANDROGEN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,NONGENOTROPIC_ANDROGEN_SIGNALING,NA,E2F1,530,NA,ENSG00000101412,-1,1.956083223749273,0.6201656764623934,1.50771877898473e-59,-2.291751562530785,1.5583461194459844,1,0.2222222222222222,18,4,Mutated Pathway
CMF-32704,NONGENOTROPIC_ANDROGEN_SIGNALING_up_STAT5B_up_1544,NONGENOTROPIC_ANDROGEN_SIGNALING_PID_NCI_NATURE_nonsilent_somatic,NONGENOTROPIC_ANDROGEN_SIGNALING,NA,STAT5B,1544,NA,ENSG00000173757,1,1.7271703881074438,0.3095310289441794,1.242301488056027e-13,2.0990002459127264,1.3664391988215858,1,0.3333333333333333,9,3,Mutated Pathway
CMF-32714,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_up_MAF_up_184,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS,NA,MAF,184,NA,ENSG00000178573,1,2.119431996040691,0.4531010540667795,4.2591906544578275e-29,2.3690642813626384,1.6901937170259167,1,0.0526315789473684,19,1,Mutated Pathway
CMF-32726,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_up_CEBPA_up_2603,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS,NA,CEBPA,2603,NA,ENSG00000245848,1,1.4866106613809782,0.1697976284828236,6.474106306543046e-5,2.2005609574438125,1.508048878104306,1,0.0952380952380952,21,2,Mutated Pathway
CMF-32728,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_dn_TEF_dn_2660,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS,NA,TEF,2660,NA,ENSG00000167074,-1,3.2577792097891423,-0.3088105830629313,1.4243048031651916e-13,2.526774315435349,1.855718856512864,1,0.1333333333333333,15,2,Mutated Pathway
CMF-32731,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_dn_VSX1_up_2361,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,SYNDECAN_3_MEDIATED_SIGNALING_EVENTS,NA,VSX1,2361,NA,ENSG00000100987,-1,1.393072851151079,0.1855102734785523,1.2381353577730835e-5,-2.3272026149225287,1.6382628913722384,1,0.125,16,2,Mutated Pathway
CMF-32760,ARF6_SIGNALING_EVENTS_dn_TEF_dn_2660,ARF6_SIGNALING_EVENTS_PID_NCI_NATURE_nonsilent_somatic,ARF6_SIGNALING_EVENTS,NA,TEF,2660,ENSG00000165527,ENSG00000167074,-1,3.2449064828026293,-0.3088105830629313,1.4243048031651916e-13,2.716594857049217,2.0796589363270908,1,0.1333333333333333,15,2,Mutated Pathway
CMF-32768,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_IRF2_up_417,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,IRF2,417,NA,ENSG00000168310,1,1.8530855069179368,0.3914883194251179,1.6273788437504803e-21,2.174854457986509,1.4927060035819124,1,0.32,25,8,Mutated Pathway
CMF-32769,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_IRF2_up_426,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,IRF2,426,NA,ENSG00000168310,1,1.8530855069179368,0.3405319751138941,2.4082569349781315e-16,2.296598667407751,1.6263137623986543,1,0.32,25,8,Mutated Pathway
CMF-32771,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_IRF2_up_424,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,IRF2,424,NA,ENSG00000168310,1,1.8530855069179368,0.6305761837478454,4.321443278227655e-62,2.372768527642472,1.709983780355539,1,0.32,25,8,Mutated Pathway
CMF-32780,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_TP53_up_1776,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,TP53,1776,NA,ENSG00000141510,1,1.352319044809648,0.3461617634801988,7.164278224062914e-17,2.393553066137585,1.7336759113508482,1,0.5384615384615384,13,7,Mutated Pathway
CMF-32781,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_TP53_up_1773,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,TP53,1773,NA,ENSG00000141510,1,1.352319044809648,0.3451233232537328,8.976324065784575e-17,2.350872095902636,1.6850753299278312,1,0.5384615384615384,13,7,Mutated Pathway
CMF-32782,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_TP53_up_1778,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,TP53,1778,NA,ENSG00000141510,1,1.352319044809648,0.3570823395377968,6.353559353299427e-18,2.385032833413528,1.7252736022846238,1,0.5384615384615384,13,7,Mutated Pathway
CMF-32785,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_dn_NR1H4_dn_2344,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,NR1H4,2344,NA,ENSG00000012504,-1,1.8031438917774876,-0.236269125348259,2.1717255546010852e-8,2.2057492898433697,1.529060127514391,1,0.1666666666666666,6,1,Mutated Pathway
CMF-32786,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_MAF_up_185,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,MAF,185,NA,ENSG00000178573,1,3.0284587498484803,0.5041632039231617,1.1409910202983428e-36,1.9835829055160736,1.303073665091376,1,0.2631578947368421,19,5,Mutated Pathway
CMF-32792,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_dn_FEV_dn_3033,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,FEV,3033,NA,ENSG00000163497,-1,2.0216797109255515,-0.2656749305681232,2.6326637274966356e-10,2.469116364089841,1.8186217806111469,1,0.2,5,1,Mutated Pathway
CMF-32795,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_TEAD3_up_2107,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,TEAD3,2107,NA,ENSG00000007866,1,3.06124189922394,0.5303092781400276,4.529066943232212e-41,1.9961625265480636,1.3133012373304258,1,0.2,15,3,Mutated Pathway
CMF-32796,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_up_TEAD3_up_2105,E_CADHERIN_SIGNALING_IN_KERATINOCYTES_PID_NCI_NATURE_nonsilent_somatic,E_CADHERIN_SIGNALING_IN_KERATINOCYTES,NA,TEAD3,2105,NA,ENSG00000007866,1,3.06124189922394,0.5335449881750819,1.214004678852307e-41,2.4033470712686813,1.74609160296818,1,0.2,15,3,Mutated Pathway
